id	name	alt_accession	tax_id	pathways	aliases	topology
11862	Uniprot:H0YLG7		taxid:9606			
11863	Uniprot:P02818		taxid:9606			
11864	Uniprot:Q6PIL6		taxid:9606			
11865	Uniprot:Q96CK0		taxid:9606			
11866	Uniprot:O76083		taxid:9606			
11867	Uniprot:Q16533		taxid:9606			
11868	Uniprot:O75971		taxid:9606			
11869	Uniprot:Q5T284		taxid:9606			
11870	Uniprot:P15259		taxid:9606			
11871	Uniprot:P35414		taxid:9606			
11872	Uniprot:Q9ULZ1		taxid:9606			
11873	Uniprot:S4R3U6		taxid:9606			
11874	Uniprot:B7ZAG0		taxid:9606			
11875	Uniprot:Q99442		taxid:9606			
11876	Uniprot:O75899		taxid:9606			
11877	Uniprot:P21941		taxid:9606			
11878	Uniprot:P29275		taxid:9606			
11879	Uniprot:H0YDQ1		taxid:9606			
11880	Uniprot:Q92674		taxid:9606			
11881	Uniprot:Q14206		taxid:9606			
11882	Uniprot:Q86YV9		taxid:9606			
11883	Uniprot:Q9H816		taxid:9606			
11884	Uniprot:Q8NE79		taxid:9606			
11885	Uniprot:Q9Y5U4		taxid:9606			
11886	Uniprot:H0YNF2		taxid:9606			
11887	Uniprot:F8WDG4		taxid:9606			
11888	Uniprot:H7C2E3		taxid:9606			
11889	Uniprot:O75031		taxid:9606			
11890	Uniprot:Q9Y2V7		taxid:9606			
11891	Uniprot:P48146		taxid:9606			
11892	Uniprot:P47900		taxid:9606			
11893	Uniprot:Q9Y6K0		taxid:9606			
11894	Uniprot:J3KTH4		taxid:9606			
11895	Uniprot:A0A494C014		taxid:9606			
11896	Uniprot:O00330		taxid:9606			
11897	Uniprot:P11182		taxid:9606			
11898	Uniprot:P04062		taxid:9606			
11899	Uniprot:P11279		taxid:9606			
11900	Uniprot:P56282		taxid:9606			
11901	Uniprot:A0A0A0MRL2		taxid:9606			
11902	Uniprot:P41002		taxid:9606			
11903	Uniprot:Q9H9F9		taxid:9606			
11904	Uniprot:H0YIP0		taxid:9606			
11905	Uniprot:A0A0G2JNA7		taxid:9606			
11906	Uniprot:H0YK06		taxid:9606			
11907	Uniprot:Q12974		taxid:9606			
11908	Uniprot:F5H3Z7		taxid:9606			
11909	Uniprot:J3QLA4		taxid:9606			
11910	Uniprot:O43680		taxid:9606			
11911	Uniprot:P55103		taxid:9606			
11912	Uniprot:Q14184		taxid:9606			
11913	Uniprot:Q8NHR9		taxid:9606			
11914	Uniprot:H7C0V3		taxid:9606			
11915	Uniprot:Q9Y566		taxid:9606			
11916	Uniprot:Q13113		taxid:9606			
11917	Uniprot:H0Y813		taxid:9606			
11918	Uniprot:Q8N8G2		taxid:9606			
11919	Uniprot:Q8N442		taxid:9606			
11920	Uniprot:E7EVY0		taxid:9606			
11922	Uniprot:P05813		taxid:9606			
11923	Uniprot:P24310		taxid:9606			
11924	Uniprot:C9JDI3		taxid:9606			
11925	Uniprot:H7C4X4		taxid:9606			
11926	Uniprot:M0QXS3		taxid:9606			
11927	Uniprot:Q6Y2X3		taxid:9606			
11928	Uniprot:P21728		taxid:9606			
11929	Uniprot:P51884		taxid:9606			
11930	Uniprot:Q9Y256		taxid:9606			
11931	Uniprot:P30532		taxid:9606			
11932	Uniprot:P32297		taxid:9606			
11933	Uniprot:A0A3B3ITP4		taxid:9606			
11934	Uniprot:P37837		taxid:9606			
11935	Uniprot:Q6P589		taxid:9606			
11936	Uniprot:H0YKD9		taxid:9606			
11937	Uniprot:C9J8L1		taxid:9606			
11938	Uniprot:P51003		taxid:9606			
11939	Uniprot:Q13496		taxid:9606			
11940	Uniprot:Q9C0I1		taxid:9606			
11941	Uniprot:Q9UHF1		taxid:9606			
11942	Uniprot:E5RFY0		taxid:9606			
11943	Uniprot:O00180		taxid:9606			
11944	Uniprot:P56730		taxid:9606			
11945	Uniprot:D6RE68		taxid:9606			
11946	Uniprot:C9J3P9		taxid:9606			
11947	Uniprot:Q15506		taxid:9606			
11948	Uniprot:P48681		taxid:9606			
11949	Uniprot:K7EIT2		taxid:9606			
11950	Uniprot:P56597		taxid:9606			
11952	Uniprot:Q9BS26		taxid:9606			
11953	Uniprot:C9JX36		taxid:9606			
11954	Uniprot:P10643		taxid:9606			
11955	Uniprot:H0Y8R9		taxid:9606			
11956	Uniprot:Q86XR5		taxid:9606			
11957	Uniprot:Q9Y3Y4		taxid:9606			
11958	Uniprot:Q12988		taxid:9606			
11959	Uniprot:Q5VWG9		taxid:9606			
11960	Uniprot:E7EQT5		taxid:9606			
11961	Uniprot:H0YKG5		taxid:9606			
11962	Uniprot:Q6PI77		taxid:9606			
11963	Uniprot:P01303		taxid:9606			
11964	Uniprot:P49146		taxid:9606			
11965	Uniprot:Q15761		taxid:9606			
11966	Uniprot:Q9C026		taxid:9606			
11967	Uniprot:B3KNT7		taxid:9606			
11968	Uniprot:M0QYH4		taxid:9606			
11969	Uniprot:P31629		taxid:9606			
11970	Uniprot:H7C0Y3		taxid:9606			
11971	Uniprot:P00748		taxid:9606			
11972	Uniprot:H3BTI1		taxid:9606			
11974	Uniprot:Q16586		taxid:9606			
11975	Uniprot:Q8NG08		taxid:9606			
11976	Uniprot:P32745		taxid:9606			
11977	Uniprot:H7BZH0		taxid:9606			
11978	Uniprot:Q5JS13		taxid:9606			
11979	Uniprot:Q9Y2D4		taxid:9606			
11981	Uniprot:Q99959		taxid:9606			
11982	Uniprot:H7C175		taxid:9606			
11983	Uniprot:C9K0U8		taxid:9606			
11984	Uniprot:A0A1B0GV99		taxid:9606			
11985	Uniprot:J3KS17		taxid:9606			
11986	Uniprot:H0Y668		taxid:9606			
11987	Uniprot:A0A087WZP9		taxid:9606			
11988	Uniprot:Q9Y2T2		taxid:9606			
11990	Uniprot:Q5VUA4		taxid:9606			
11991	Uniprot:Q9P244		taxid:9606			
11992	Uniprot:Q5SGD2		taxid:9606			
11993	Uniprot:P20851		taxid:9606			
11994	Uniprot:A0A0G2JH37		taxid:9606			
11995	Uniprot:G3V304		taxid:9606			
11997	Uniprot:P25092		taxid:9606			
11998	Uniprot:A0A0G2JS89		taxid:9606			
11999	Uniprot:A0A087WZB4		taxid:9606			
12000	Uniprot:A0A087X228		taxid:9606			
12001	Uniprot:P03950		taxid:9606			
12002	Uniprot:Q9ULC0		taxid:9606			
12003	Uniprot:Q8NCQ7		taxid:9606			
12004	Uniprot:Q8NEP7		taxid:9606			
12005	Uniprot:H3BPZ8		taxid:9606			
12006	Uniprot:C9J4J8		taxid:9606			
12007	Uniprot:H0YAE2		taxid:9606			
12008	Uniprot:Q9UJ68		taxid:9606			
12009	Uniprot:Q9H147		taxid:9606			
12010	Uniprot:Q96G30		taxid:9606			
12011	Uniprot:Q8WXA3		taxid:9606			
12012	Uniprot:P17900		taxid:9606			
12013	Uniprot:Q92484		taxid:9606			
12014	Uniprot:Q8TDM6		taxid:9606			
12015	Uniprot:A0A1B0GWJ8		taxid:9606			
12016	Uniprot:F8WE83		taxid:9606			
12017	Uniprot:Q9H2X3		taxid:9606			
12018	Uniprot:Q9P032		taxid:9606			
12019	Uniprot:Q96DT6		taxid:9606			
12020	Uniprot:Q13326		taxid:9606			
12021	Uniprot:H0Y8W5		taxid:9606			
12022	Uniprot:Q9NRR8		taxid:9606			
12023	Uniprot:E7EPJ2		taxid:9606			
12024	Uniprot:Q9BU89		taxid:9606			
12026	Uniprot:A0A0G2JN16		taxid:9606			
12027	Uniprot:H0YHT0		taxid:9606			
12028	Uniprot:P39877		taxid:9606			
12029	Uniprot:Q96JB2		taxid:9606			
12030	Uniprot:Q2M1K9		taxid:9606			
12031	Uniprot:O43581		taxid:9606			
12032	Uniprot:H7BZJ8		taxid:9606			
12033	Uniprot:Q9UL26		taxid:9606			
12034	Uniprot:A0A140T8Y6		taxid:9606			
12035	Uniprot:Q9P2E9		taxid:9606			
12036	Uniprot:B1AMR4		taxid:9606			
12037	Uniprot:Q8IW35		taxid:9606			
12038	Uniprot:Q5SYZ4		taxid:9606			
12039	Uniprot:D9ZHQ8		taxid:9606			
12040	Uniprot:Q8TAX0		taxid:9606			
12041	Uniprot:P53602		taxid:9606			
12042	Uniprot:Q13585		taxid:9606			
12043	Uniprot:P04731		taxid:9606			
12044	Uniprot:O60704		taxid:9606			
12045	Uniprot:M0QXW3		taxid:9606			
12046	Uniprot:D6RIY7		taxid:9606			
12047	Uniprot:Q9NRG0		taxid:9606			
12048	Uniprot:Q9UI47		taxid:9606			
12049	Uniprot:H0Y746		taxid:9606			
12050	Uniprot:P08729		taxid:9606			
12051	Uniprot:Q9NR55		taxid:9606			
12052	Uniprot:P11488		taxid:9606			
12053	Uniprot:I3L3S0		taxid:9606			
12054	Uniprot:G3V2H7		taxid:9606			
12055	Uniprot:B3KU01		taxid:9606			
12056	Uniprot:Q8IZU3		taxid:9606			
12057	Uniprot:Q8WWY6		taxid:9606			
12058	Uniprot:P17481		taxid:9606			
12059	Uniprot:Q92633		taxid:9606			
12060	Uniprot:Q8IY67		taxid:9606			
12061	Uniprot:H7BZE9		taxid:9606			
12062	Uniprot:Q16663		taxid:9606			
12063	Uniprot:E5RHU4		taxid:9606			
12064	Uniprot:P11684		taxid:9606			
12065	Uniprot:A0A3B3ITW6		taxid:9606			
12066	Uniprot:Q15049		taxid:9606			
12067	Uniprot:B4DT68		taxid:9606			
12068	Uniprot:Q8TEJ3		taxid:9606			
12069	Uniprot:H7C2Y8		taxid:9606			
12070	Uniprot:P43121		taxid:9606			
12072	Uniprot:P01178		taxid:9606			
12073	Uniprot:O14907		taxid:9606			
12074	Uniprot:O60635		taxid:9606			
12075	Uniprot:Q96E35		taxid:9606			
12076	Uniprot:B3KTU4		taxid:9606			
12077	Uniprot:P27216		taxid:9606			
12078	Uniprot:Q15652		taxid:9606			
12079	Uniprot:P23409		taxid:9606			
12080	Uniprot:E7EVM0		taxid:9606			
12081	Uniprot:Q14916		taxid:9606			
12082	Uniprot:G3V186		taxid:9606			
12083	Uniprot:Q9ULD2		taxid:9606			
12084	Uniprot:H3BQ64		taxid:9606			
12085	Uniprot:P43355		taxid:9606			
12086	Uniprot:P50222		taxid:9606			
12087	Uniprot:P15863		taxid:9606			
12088	Uniprot:P02656		taxid:9606			
12089	Uniprot:A0A0C4DG27		taxid:9606			
12090	Uniprot:Q6AZZ1		taxid:9606			
12091	Uniprot:O95750		taxid:9606			
12092	Uniprot:E9PPP3		taxid:9606			
12093	Uniprot:C9JMV8		taxid:9606			
12094	Uniprot:Q9P1I2		taxid:9606			
12095	Uniprot:Q9UJQ4		taxid:9606			
12096	Uniprot:Q9BT49		taxid:9606			
12097	Uniprot:H0Y6C2		taxid:9606			
12098	Uniprot:Q99543		taxid:9606			
12099	Uniprot:Q13275		taxid:9606			
12100	Uniprot:O95665		taxid:9606			
12101	Uniprot:P30989		taxid:9606			
12103	Uniprot:Q9Y5J7		taxid:9606			
12105	Uniprot:H7C0N7		taxid:9606			
12106	Uniprot:Q92896		taxid:9606			
12108	Uniprot:Q9BXP8		taxid:9606			
12109	Uniprot:Q02080		taxid:9606			
12110	Uniprot:O95980		taxid:9606			
12111	Uniprot:H0YH20		taxid:9606			
12112	Uniprot:Q6UY14		taxid:9606			
12113	Uniprot:O15245		taxid:9606			
12114	Uniprot:A0A0A0MT47		taxid:9606			
12115	Uniprot:Q8N6N7		taxid:9606			
12116	Uniprot:Q6P587		taxid:9606			
12117	Uniprot:P00492		taxid:9606			
12118	Uniprot:A2A3G7		taxid:9606			
12119	Uniprot:A0A0J9YWK1		taxid:9606			
12120	Uniprot:P78310		taxid:9606			
12121	Uniprot:Q93088		taxid:9606			
12122	Uniprot:D6RDM7		taxid:9606			
12123	Uniprot:A0A0G2JMC9		taxid:9606			
12124	Uniprot:Q5JW88		taxid:9606			
12125	Uniprot:P62857		taxid:9606			
12126	Uniprot:F5GXQ0		taxid:9606			
12127	Uniprot:Q95NM6		taxid:6239			
12128	Uniprot:Q96FQ6		taxid:9606			
12129	Uniprot:Q16820		taxid:9606			
12130	Uniprot:O75473		taxid:9606			
12131	Uniprot:F8W0B3		taxid:9606			
12132	Uniprot:J3QS36		taxid:9606			
12133	Uniprot:P31274		taxid:9606			
12134	Uniprot:P10153		taxid:9606			
12135	Uniprot:Q562R1		taxid:9606			
12136	Uniprot:Q9BTT0		taxid:9606			
12137	Uniprot:Q8IVF2		taxid:9606			
12138	Uniprot:B4DDD8		taxid:9606			
12139	Uniprot:D6RIR6		taxid:9606			
12140	Uniprot:A0A1W2PQ37		taxid:9606			
12141	Uniprot:Q15274		taxid:9606			
12142	Uniprot:O95822		taxid:9606			
12143	Uniprot:P07998		taxid:9606			
12144	Uniprot:Q9NVR0		taxid:9606			
12145	Uniprot:P54868		taxid:9606			
12146	Uniprot:H0YJA7		taxid:9606			
12147	Uniprot:Q16222		taxid:9606			
12148	Uniprot:Q7JXB9		taxid:7227			
12149	Uniprot:Q5VZC3		taxid:9606			
12150	Uniprot:F8VSB0		taxid:9606			
12151	Uniprot:A6NHU4		taxid:9606			
12152	Uniprot:P45954		taxid:9606			
12153	Uniprot:Q96EK6		taxid:9606			
12154	Uniprot:Q17400		taxid:6239			
12155	Uniprot:O16511		taxid:6239			
12156	Uniprot:O16500		taxid:6239			
12157	Uniprot:Q6A2D2		taxid:6239			
12158	Uniprot:Q93636		taxid:6239			
12159	Uniprot:Q93637		taxid:6239			
12160	Uniprot:P91419		taxid:6239			
12161	Uniprot:Q23390		taxid:6239			
12162	Uniprot:Q8ITY3		taxid:6239			
12163	Uniprot:O18118		taxid:6239			
12164	Uniprot:Q17401		taxid:6239			
12165	Uniprot:G8JY02		taxid:6239			
12166	Uniprot:Q9NES8		taxid:6239			
12167	Uniprot:Q9BIC1		taxid:6239			
12168	Uniprot:O44606		taxid:6239			
12169	Uniprot:Q9XXU4		taxid:6239			
12170	Uniprot:Q18488		taxid:6239			
12171	Uniprot:G5ECZ8		taxid:6239			
12172	Uniprot:Q8I103		taxid:6239			
12173	Uniprot:Q09975		taxid:6239			
12174	Uniprot:Q9XV50		taxid:6239			
12175	Uniprot:Q20223		taxid:6239			
12176	Uniprot:O62415		taxid:6239			
12177	Uniprot:O62416		taxid:6239			
12178	Uniprot:Q27531		taxid:6239			
12179	Uniprot:P91249		taxid:6239			
12180	Uniprot:E3W743		taxid:6239			
12181	Uniprot:K8FDY0		taxid:6239			
12182	Uniprot:Q20393		taxid:6239			
12183	Uniprot:O45679		taxid:6239			
12184	Uniprot:G5EGB7		taxid:6239			
12185	Uniprot:Q23158		taxid:6239			
12186	Uniprot:Q9XVU8		taxid:6239			
12187	Uniprot:C5VUK2		taxid:6239			
12188	Uniprot:Q95PZ0		taxid:6239			
12189	Uniprot:Q9XXC3		taxid:6239			
12190	Uniprot:Q18799		taxid:6239			
12191	Uniprot:Q21740		taxid:6239			
12192	Uniprot:A5HBK2		taxid:6239			
12193	Uniprot:O45799		taxid:6239			
12194	Uniprot:P18835		taxid:6239			
12195	Uniprot:Q20002		taxid:6239			
12196	Uniprot:Q9XXI0		taxid:6239			
12197	Uniprot:G5EEX3		taxid:6239			
12198	Uniprot:O45521		taxid:6239			
12199	Uniprot:Q20577		taxid:6239			
12200	Uniprot:B7WN72		taxid:6239			
12201	Uniprot:Q9NAN2		taxid:6239			
12202	Uniprot:P36573		taxid:6239			
12203	Uniprot:O17100		taxid:6239			
12204	Uniprot:D7SFR1		taxid:6239			
12205	Uniprot:G5EC72		taxid:6239			
12206	Uniprot:G5EFL5		taxid:6239			
12207	Uniprot:O45904		taxid:6239			
12208	Uniprot:Q8I4A4		taxid:6239			
12209	Uniprot:Q9U308		taxid:6239			
12210	Uniprot:Q17698		taxid:6239			
12211	Uniprot:O62053		taxid:6239			
12212	Uniprot:Q93249		taxid:6239			
12213	Uniprot:Q18539		taxid:6239			
12214	Uniprot:Q03755		taxid:6239			
12215	Uniprot:Q19202		taxid:6239			
12216	Uniprot:O45364		taxid:6239			
12217	Uniprot:O45503		taxid:6239			
12218	Uniprot:Q20224		taxid:6239			
12219	Uniprot:Q9TXY1		taxid:6239			
12220	Uniprot:Q9N5N4		taxid:6239			
12221	Uniprot:Q21175		taxid:6239			
12222	Uniprot:Q21771		taxid:6239			
12223	Uniprot:Q09418		taxid:6239			
12224	Uniprot:O16948		taxid:6239			
12225	Uniprot:Q9XTY3		taxid:6239			
12226	Uniprot:O45829		taxid:6239			
12227	Uniprot:G5EEI4		taxid:6239			
12228	Uniprot:Q95ZJ1		taxid:6239			
12229	Uniprot:Q9XX02		taxid:6239			
12230	Uniprot:Q9U238		taxid:6239			
12231	Uniprot:Q9XWT3		taxid:6239			
12232	Uniprot:Q95XU3		taxid:6239			
12233	Uniprot:Q95ZI9		taxid:6239			
12234	Uniprot:Q23382		taxid:6239			
12235	Uniprot:Q09367		taxid:6239			
12236	Uniprot:O17024		taxid:6239			
12237	Uniprot:G5ED46		taxid:6239			
12238	Uniprot:G5EG96		taxid:6239			
12239	Uniprot:G5EGA4		taxid:6239			
12240	Uniprot:H2KY72		taxid:6239			
12241	Uniprot:G5EEC2		taxid:6239			
12242	Uniprot:G5EDZ9		taxid:6239			
12243	Uniprot:G5EBH7		taxid:6239			
12244	Uniprot:Q4JFB7		taxid:6239			
12245	Uniprot:Q9XWV4		taxid:6239			
12246	Uniprot:Q8MXT6		taxid:6239			
12247	Uniprot:P52478		taxid:6239			
12248	Uniprot:Q17483		taxid:6239			
12249	Uniprot:O44451		taxid:6239			
12250	Uniprot:O17607		taxid:6239			
12251	Uniprot:P34383		taxid:6239			
12252	Uniprot:Q93576		taxid:6239			
12253	Uniprot:Q21351		taxid:6239			
12254	Uniprot:Q23050		taxid:6239			
12255	Uniprot:Q9U1Q2		taxid:6239			
12256	Uniprot:Q09477		taxid:6239			
12257	Uniprot:P50464		taxid:6239			
12258	Uniprot:Q9XUS3		taxid:6239			
12259	Uniprot:Q22179		taxid:6239			
12260	Uniprot:Q9NH52		taxid:6239			
12261	Uniprot:Q09665		taxid:6239			
12262	Uniprot:G5EFS1		taxid:6239			
12263	Uniprot:Q9GYJ3		taxid:6239			
12264	Uniprot:O17933		taxid:6239			
12265	Uniprot:Q86NC1		taxid:6239			
12266	Uniprot:Q9N5U1		taxid:6239			
12267	Uniprot:Q18194		taxid:6239			
12268	Uniprot:Q19350		taxid:6239			
12269	Uniprot:G5EBK3		taxid:6239			
12270	Uniprot:H2KYA1		taxid:6239			
12271	Uniprot:Q65CM0		taxid:6239			
12273	Uniprot:Q18395		taxid:6239			
12275	Uniprot:A4UVJ6		taxid:6239			
12277	Uniprot:Q19209		taxid:6239			
12278	Uniprot:O18687		taxid:6239			
12279	Uniprot:O16346		taxid:6239			
12283	Uniprot:Q9XWV0		taxid:6239			
12284	Uniprot:Q9N3V3		taxid:6239			
12285	Uniprot:Q20052		taxid:6239			
12286	Uniprot:P34529		taxid:6239			
12288	Uniprot:Q09566		taxid:6239			
12289	Uniprot:Q20398		taxid:6239			
12290	Uniprot:Q17982		taxid:6239			
12291	Uniprot:P05690		taxid:6239			
12292	Uniprot:Q9XUB6		taxid:6239			
12293	Uniprot:Q17403		taxid:6239			
12294	Uniprot:Q965W3		taxid:6239			
12295	Uniprot:Q09252		taxid:6239			
12296	Uniprot:P34340		taxid:6239			
12297	Uniprot:O16481		taxid:6239			
12298	Uniprot:O17402		taxid:6239			
12299	Uniprot:Q20014		taxid:6239			
12300	Uniprot:Q20048		taxid:6239			
12301	Uniprot:Q20182		taxid:6239			
12302	Uniprot:P62784		taxid:6239			
12303	Uniprot:Q94261		taxid:6239			
12304	Uniprot:Q21372		taxid:6239			
12305	Uniprot:P34525		taxid:6239			
12306	Uniprot:O45713		taxid:6239			
12307	Uniprot:P28548		taxid:6239			
12308	Uniprot:Q9XVJ1		taxid:6239			
12309	Uniprot:Q10051		taxid:6239			
12310	Uniprot:O44877		taxid:6239			
12311	Uniprot:Q9TYN3		taxid:6239			
12312	Uniprot:Q9U2D6		taxid:6239			
12313	Uniprot:Q9NAH7		taxid:6239			
12314	Uniprot:O18286		taxid:6239			
12315	Uniprot:Q9XXL3		taxid:6239			
12316	Uniprot:Q20255		taxid:6239			
12317	Uniprot:G5EF01		taxid:6239			
12318	Uniprot:Q9TYS3		taxid:6239			
12319	Uniprot:H2L0F6		taxid:6239			
12320	Uniprot:Q8ITW4		taxid:6239			
12321	Uniprot:Q09596		taxid:6239			
12322	Uniprot:G5EDB9		taxid:6239			
12323	Uniprot:Q17935		taxid:6239			
12324	Uniprot:Q17936		taxid:6239			
12325	Uniprot:Q95QA6		taxid:6239			
12326	Uniprot:Q65XX1		taxid:6239			
12327	Uniprot:Q95XY1		taxid:6239			
12328	Uniprot:P17139		taxid:6239			
12329	Uniprot:P34482		taxid:6239			
12330	Uniprot:G5EDS1		taxid:6239			
12331	Uniprot:O45489		taxid:6239			
12332	Uniprot:Q19203		taxid:6239			
12333	Uniprot:Q9TXN8		taxid:6239			
12334	Uniprot:Q9NA56		taxid:6239			
12335	Uniprot:Q18937		taxid:6239			
12336	Uniprot:Q9XV46		taxid:6239			
12337	Uniprot:Q9XVN9		taxid:6239			
12338	Uniprot:Q21294		taxid:6239			
12339	Uniprot:G5EFF1		taxid:6239			
12340	Uniprot:Q23359		taxid:6239			
12341	Uniprot:A5JYY2		taxid:6239			
12342	Uniprot:O18302		taxid:6239			
12343	Uniprot:Q564T0		taxid:6239			
12344	Uniprot:C1P629		taxid:6239			
12345	Uniprot:G5EF87		taxid:6239			
12346	Uniprot:H8ESF3		taxid:6239			
12347	Uniprot:Q9U2T9		taxid:6239			
12348	Uniprot:Q17410		taxid:6239			
12349	Uniprot:O17666		taxid:6239			
12350	Uniprot:O16305		taxid:6239			
12351	Uniprot:Q17695		taxid:6239			
12352	Uniprot:P10986		taxid:6239			
12353	Uniprot:Q6A8K1		taxid:6239			
12354	Uniprot:Q95ZL1		taxid:6239			
12355	Uniprot:K8FDX2		taxid:6239			
12356	Uniprot:Q22866		taxid:6239			
12357	Uniprot:H2KYU6		taxid:6239			
12358	Uniprot:O17862		taxid:6239			
12359	Uniprot:G5EEM0		taxid:6239			
12360	Uniprot:Q18212		taxid:6239			
12361	Uniprot:Q19418		taxid:6239			
12362	Uniprot:Q65XX7		taxid:6239			
12363	Uniprot:Q18477		taxid:6239			
12364	Uniprot:Q9BPP1		taxid:6239			
12365	Uniprot:Q17425		taxid:6239			
12366	Uniprot:P54811		taxid:6239			
12367	Uniprot:P54812		taxid:6239			
12368	Uniprot:Q94230		taxid:6239			
12369	Uniprot:Q22557		taxid:6239			
12370	Uniprot:Q9N2W5		taxid:6239			
12371	Uniprot:P34631		taxid:6239			
12372	Uniprot:Q19584		taxid:6239			
12373	Uniprot:Q86S68		taxid:6239			
12374	Uniprot:Q19325		taxid:6239			
12375	Uniprot:P48181		taxid:6239			
12376	Uniprot:G5ECR8		taxid:6239			
12377	Uniprot:P52715		taxid:6239			
12378	Uniprot:Q19555		taxid:6239			
12379	Uniprot:Q8MNX8		taxid:6239			
12380	Uniprot:H2KYR1		taxid:6239			
12381	Uniprot:E5QCG9		taxid:6239			
12382	Uniprot:Q17427		taxid:6239			
12383	Uniprot:P90731		taxid:6239			
12384	Uniprot:Q19547		taxid:6239			
12385	Uniprot:P45970		taxid:6239			
12386	Uniprot:G5ECG0		taxid:6239			
12387	Uniprot:P34537		taxid:6239			
12388	Uniprot:P91820		taxid:6239			
12389	Uniprot:Q09601		taxid:6239			
12390	Uniprot:Q9N575		taxid:6239			
12391	Uniprot:Q20748		taxid:6239			
12392	Uniprot:Q18426		taxid:6239			
12393	Uniprot:Q17782		taxid:6239			
12394	Uniprot:O17608		taxid:6239			
12395	Uniprot:G4SLH0		taxid:6239			
12396	Uniprot:O45865		taxid:6239			
12397	Uniprot:P91001		taxid:6239			
12398	Uniprot:P34690		taxid:6239			
12399	Uniprot:Q9N384		taxid:6239			
12400	Uniprot:Q9GYG1		taxid:6239			
12401	Uniprot:Q10457		taxid:6239			
12402	Uniprot:G5ED60		taxid:6239			
12403	Uniprot:P34574		taxid:6239			
12404	Uniprot:Q8TA83		taxid:6239			
12405	Uniprot:Q17549		taxid:6239			
12406	Uniprot:Q95ZY7		taxid:6239			
12407	Uniprot:Q9XVE6		taxid:6239			
12408	Uniprot:Q9XVV3		taxid:6239			
12409	Uniprot:Q18033		taxid:6239			
12410	Uniprot:Q18195		taxid:6239			
12411	Uniprot:Q18511		taxid:6239			
12412	Uniprot:Q19211		taxid:6239			
12413	Uniprot:Q19294		taxid:6239			
12414	Uniprot:P34441		taxid:6239			
12415	Uniprot:Q9N5M2		taxid:6239			
12416	Uniprot:P34514		taxid:6239			
12417	Uniprot:Q21952		taxid:6239			
12418	Uniprot:Q22140		taxid:6239			
12419	Uniprot:Q22799		taxid:6239			
12420	Uniprot:Q9XXG5		taxid:6239			
12421	Uniprot:Q9NAD6		taxid:6239			
12422	Uniprot:Q9N359		taxid:6239			
12423	Uniprot:P21541		taxid:6239			
12424	Uniprot:G5EEM6		taxid:6239			
12425	Uniprot:G5EE71		taxid:6239			
12426	Uniprot:P34475		taxid:6239			
12427	Uniprot:Q9TXJ0		taxid:6239			
12428	Uniprot:G5ECP4		taxid:6239			
12429	Uniprot:Q21945		taxid:6239			
12430	Uniprot:G5EFQ4		taxid:6239			
12431	Uniprot:Q17345		taxid:6239			
12432	Uniprot:K8F7T2		taxid:6239			
12433	Uniprot:Q11184		taxid:6239			
12434	Uniprot:Q86DA5		taxid:6239			
12436	Uniprot:O01422		taxid:6239			
12437	Uniprot:Q9GS00		taxid:6239			
12438	Uniprot:Q9N425		taxid:6239			
12439	Uniprot:O61924		taxid:6239			
12440	Uniprot:O02268		taxid:6239			
12442	Uniprot:Q18964		taxid:6239			
12443	Uniprot:O17761		taxid:6239			
12444	Uniprot:O62236		taxid:6239			
12445	Uniprot:Q17392		taxid:6239			
12446	Uniprot:Q22123		taxid:6239			
12447	Uniprot:Q9TZL9		taxid:6239			
12448	Uniprot:B1Q240		taxid:6239			
12449	Uniprot:P49594		taxid:6239			
12450	Uniprot:Q19279		taxid:6239			
12451	Uniprot:O01780		taxid:6239			
12452	Uniprot:P17221		taxid:6239			
12453	Uniprot:P34691		taxid:6239			
12454	Uniprot:O01590		taxid:6239			
12455	Uniprot:Q7YWW5		taxid:6239			
12456	Uniprot:Q93156		taxid:6239			
12457	Uniprot:Q9XWH0		taxid:6239			
12458	Uniprot:Q03563		taxid:6239			
12459	Uniprot:G5EGG0		taxid:6239			
12460	Uniprot:O45134		taxid:6239			
12461	Uniprot:Q09485		taxid:6239			
12462	Uniprot:Q9TZK8		taxid:6239			
12463	Uniprot:Q86NH1		taxid:6239			
12464	Uniprot:Q5WRT0		taxid:6239			
12465	Uniprot:Q3Y407		taxid:6239			
12466	Uniprot:Q20655		taxid:6239			
12467	Uniprot:Q9TXM1		taxid:6239			
12468	Uniprot:Q03601		taxid:6239			
12469	Uniprot:Q21272		taxid:6239			
12470	Uniprot:P45972		taxid:6239			
12471	Uniprot:Q22703		taxid:6239			
12472	Uniprot:O02174		taxid:6239			
12473	Uniprot:Q9U304		taxid:6239			
12474	Uniprot:Q9XX47		taxid:6239			
12475	Uniprot:Q9U252		taxid:6239			
12476	Uniprot:Q9N394		taxid:6239			
12477	Uniprot:Q9U226		taxid:6239			
12478	Uniprot:A5PEX6		taxid:6239			
12479	Uniprot:Q9U207		taxid:6239			
12480	Uniprot:Q4VNJ8		taxid:6239			
12481	Uniprot:Q8IU04		taxid:6239			
12482	Uniprot:Q95XN0		taxid:6239			
12483	Uniprot:P34643		taxid:6239			
12484	Uniprot:G5EDW7		taxid:6239			
12485	Uniprot:G5ECD7		taxid:6239			
12486	Uniprot:G5EG29		taxid:6239			
12487	Uniprot:O01804		taxid:6239			
